age,workclass
20, Private
44, Federal-gov
39, Private
45, State-gov
44, Private
22, Federal-gov
63, Self-emp-inc
26, Private
42, Self-emp-not-inc
20, Private
29, Private
38, Local-gov
25, Private
27, Private
46, Private
31, Private
24, Private
43, Private
23, Private
32, Local-gov
44, Private
40, Self-emp-not-inc
38, Private
23, Private
19, Private
41, Private
48, Private
23, Private
47, Private
42, Private
17, Private
29, Local-gov
21, State-gov
18, ?
31, Private
27, Local-gov
29, Private
23, Private
41, Private
46, Local-gov
34, Private
42, Self-emp-not-inc
18, Private
46, Private
18, ?
52, Private
56, Private
21, Private
22, Self-emp-not-inc
31, Private
41, Self-emp-not-inc
25, Private
43, Self-emp-not-inc
45, Private
26, Private
90, Private
45, Private
30, Private
42, Private
20, Private
53, Private
64, State-gov
56, Private
42, Private
26, Private
31, Local-gov
40, Private
58, Private
41, Private
58, Self-emp-inc
62, State-gov
65, Self-emp-inc
40, Private
45, Local-gov
22, Private
23, ?
63, Federal-gov
39, Private
37, Private
25, ?
56, Private
32, Private
53, Federal-gov
32, Private
23, Self-emp-not-inc
35, Private
51, Private
19, Private
41, Private
22, Private
23, Private
36, Private
27, ?
45, Private
23, Self-emp-not-inc
21, Private
44, Private
29, Private
36, Self-emp-not-inc
18, Private
62, Self-emp-not-inc
25, Federal-gov
34, Private
31, Private
37, Private
33, Private
22, ?
28, Private
22, ?
47, Private
67, ?
20, ?
34, Private
26, Private
36, Private
28, Private
22, Private
47, Private
33, Private
34, Self-emp-inc
25, Private
37, Private
36, State-gov
61, Local-gov
74, ?
57, Private
55, Private
20, Private
43, Private
54, Private
25, Private
42, Private
23, ?
17, Private
39, ?
63, Private
19, Private
56, Self-emp-inc
33, Self-emp-not-inc
37, Private
27, Private
36, Local-gov
30, Self-emp-inc
22, Private
35, Private
20, Private
18, Private
25, Private
53, Private
21, ?
19, Private
34, Private
32, State-gov
20, Private
70, Private
57, Private
54, Private
34, Private
48, Private
42, Private
45, Private
27, Private
51, Private
36, Local-gov
33, Private
50, Private
44, Private
39, Local-gov
55, Self-emp-not-inc
24, Private
35, Private
32, Self-emp-not-inc
66, ?
68, Private
29, Private
24, Self-emp-not-inc
61, Private
34, Private
55, Self-emp-inc
20, ?
41, Private
36, Self-emp-not-inc
60, Private
61, Self-emp-not-inc
35, Private
42, State-gov
26, Private
44, Local-gov
31, State-gov
39, State-gov
20, Private
32, Self-emp-inc
32, Self-emp-not-inc
61, Private
54, Local-gov
23, Private
19, Private
31, Private
35, Private
29, Private
29, Local-gov
25, Private
46, Private
35, Private
20, Private
24, Self-emp-not-inc
48, Private
37, Private
60, Self-emp-not-inc
39, Private
29, Local-gov
31, Self-emp-not-inc
38, Private
26, Self-emp-not-inc
64, Private
46, Private
69, ?
39, Private
48, Private
46, Private
42, Private
39, Self-emp-not-inc
50, Federal-gov
24, Private
30, Private
39, Self-emp-inc
29, Self-emp-not-inc
23, Private
21, ?
32, Private
69, Self-emp-inc
55, Private
41, Private
44, Self-emp-inc
18, Private
74, Self-emp-not-inc
40, Private
27, Private
75, ?
55, Private
52, Self-emp-not-inc
54, Private
36, Private
76, ?
26, Private
18, Private
38, Private
50, Private
19, ?
32, Private
57, Private
20, Private
27, Private
31, Self-emp-not-inc
60, Private
52, Private
61, Private
57, Self-emp-not-inc
19, ?
59, Self-emp-not-inc
34, Self-emp-not-inc
31, Private
42, Private
70, Private
47, Private
47, ?
29, Private
27, Private
25, Private
51, Private
28, Private
35, Private
36, Self-emp-not-inc
54, ?
46, Private
52, Private
65, Private
43, Private
41, Local-gov
34, Private
47, Self-emp-not-inc
49, Federal-gov
21, Private
20, Private
18, Local-gov
27, Private
34, Self-emp-not-inc
38, Private
24, Private
34, Private
47, Private
27, Federal-gov
63, Private
34, Private
25, Private
54, Private
19, ?
35, Private
24, Private
26, Private
59, Local-gov
43, Private
20, Private
41, Private
51, Private
27, Private
36, Private
25, Private
55, Private
22, Local-gov
58, State-gov
43, Private
39, Private
40, Private
46, Private
54, Federal-gov
19, Private
24, Private
53, ?
24, State-gov
29, Self-emp-not-inc
56, Self-emp-inc
54, ?
21, ?
34, Private
56, Private
34, Private
19, Private
32, Self-emp-inc
48, Private
67, ?
47, Private
52, Private
40, Private
28, Private
41, Private
57, Private
51, Private
26, ?
36, Private
33, Private
46, Private
50, Private
33, Private
77, Self-emp-not-inc
39, Private
67, ?
35, Private
23, Private
37, Private
41, Private
60, Private
32, Private
56, Federal-gov
45, State-gov
24, Private
18, Private
31, Private
21, ?
45, Private
23, Private
45, State-gov
18, Private
25, Private
31, State-gov
19, Private
41, Private
74, Private
27, Private
23, Private
31, Private
40, Self-emp-inc
41, Federal-gov
25, Private
42, Private
24, Private
42, Private
45, Self-emp-not-inc
52, Federal-gov
34, Private
32, Private
54, Private
42, Federal-gov
32, Private
40, ?
55, Self-emp-inc
66, ?
52, State-gov
21, State-gov
33, Private
52, ?
28, Private
27, Self-emp-not-inc
42, Local-gov
27, Self-emp-inc
47, Private
19, Private
46, Private
55, Self-emp-not-inc
50, Private
32, Private
28, Private
23, Private
43, Private
34, Private
19, Private
37, Private
27, Private
18, Private
31, Private
49, Private
26, Federal-gov
48, Private
39, Private
41, Private
48, State-gov
40, Private
70, Private
20, Private
38, Private
37, Self-emp-not-inc
49, Private
51, Private
43, Private
38, Private
18, ?
23, Private
34, Private
62, ?
33, Private
31, Private
64, Private
26, Local-gov
55, Private
61, Local-gov
37, Private
78, Local-gov
27, Federal-gov
49, Private
55, State-gov
42, Private
22, ?
61, Private
64, Self-emp-not-inc
46, Local-gov
24, Private
27, Private
47, Private
18, Private
48, Private
50, Self-emp-not-inc
40, State-gov
56, Self-emp-not-inc
34, Private
56, Federal-gov
18, Private
21, Private
40, Private
27, Local-gov
52, Self-emp-not-inc
46, Private
23, Private
50, Private
19, Private
20, Private
39, Private
24, Private
72, Private
42, State-gov
42, Private
51, Private
39, Private
40, Local-gov
34, Private
19, Private
26, Private
45, Local-gov
28, Private
30, Federal-gov
32, Private
19, Private
21, Private
54, Private
62, Private
25, Private
49, Self-emp-inc
32, Private
26, Private
37, Local-gov
58, Private
37, Private
41, Private
38, Private
47, State-gov
42, Private
30, State-gov
43, Private
34, Private
57, Private
46, Private
32, Private
20, Private
47, Private
55, ?
53, Self-emp-not-inc
43, Private
80, Self-emp-not-inc
24, Private
43, Local-gov
22, Private
40, Private
48, Private
56, ?
34, ?
51, Private
24, Federal-gov
19, Private
34, Private
24, Private
41, Private
24, Private
22, Local-gov
32, Federal-gov
41, Private
20, Private
31, Private
55, Private
49, State-gov
26, Private
27, Self-emp-not-inc
35, Private
40, Private
59, Private
61, Private
31, Private
43, Federal-gov
61, Private
54, Private
30, Private
20, Private
27, State-gov
44, Self-emp-inc
64, Private
55, Private
34, Private
61, Private
28, Private
34, Private
47, Self-emp-inc
26, Private
35, Private
36, Private
47, Private
17, Private
35, Private
33, Private
25, Private
18, Private
47, State-gov
44, Private
41, Private
30, Private
53, Self-emp-not-inc
53, Private
40, Private
24, Private
27, Private
50, Private
36, Private
41, Private
41, Private
31, Private
32, Federal-gov
22, Private
22, Private
18, Local-gov
39, Private
38, Private
35, State-gov
23, Private
54, Self-emp-not-inc
36, Private
63, Local-gov
39, Private
57, Self-emp-not-inc
58, Self-emp-inc
29, Private
17, Private
40, Private
69, Self-emp-not-inc
28, Private
38, Private
44, Private
45, Local-gov
33, State-gov
41, Local-gov
37, Self-emp-inc
50, Private
48, Private
26, ?
36, Private
21, Private
37, Private
20, State-gov
54, Self-emp-not-inc
28, Private
27, Private
33, Private
46, ?
28, ?
17, ?
40, Self-emp-not-inc
47, Private
44, Private
25, Private
35, Private
29, Private
30, Private
30, Private
56, Self-emp-not-inc
25, Self-emp-not-inc
28, Private
43, Self-emp-not-inc
47, Local-gov
46, Self-emp-not-inc
41, State-gov
38, Federal-gov
29, Private
25, Private
56, Private
31, Private
22, Private
31, Private
28, Private
53, Private
45, Private
71, Private
65, ?
39, Private
19, Federal-gov
34, Local-gov
36, Private
40, Private
90, Private
56, Private
21, Private
48, Private
45, Private
46, Private
64, Private
29, Local-gov
22, Private
47, Private
67, Self-emp-inc
43, Private
42, Private
31, Private
53, Private
81, Private
33, Local-gov
17, Private
55, Self-emp-inc
28, Private
24, Private
40, Private
30, Local-gov
24, Private
26, Private
38, Private
30, Private
33, Private
40, Private
63, Self-emp-not-inc
23, Private
56, Private
42, Self-emp-not-inc
40, Private
49, Private
35, Private
52, Private
28, Private
35, Private
21, ?
43, Self-emp-not-inc
32, ?
29, Self-emp-not-inc
23, Private
50, Local-gov
34, Private
19, Private
47, Private
37, Self-emp-not-inc
25, Private
75, Private
24, Private
28, State-gov
17, Local-gov
31, Private
31, Private
18, ?
45, Private
31, Private
27, Private
48, Private
22, ?
34, Private
26, Private
53, Private
60, Private
49, Local-gov
40, Private
48, Self-emp-inc
23, Private
68, ?
42, Private
37, Self-emp-not-inc
27, Private
38, Private
27, Private
75, Private
49, Self-emp-inc
27, Private
36, Self-emp-not-inc
36, Private
35, Private
36, Private
53, Private
27, Private
34, Private
61, Private
29, Private
40, State-gov
37, Private
22, Private
43, Self-emp-inc
55, Self-emp-not-inc
28, Private
23, Private
64, Local-gov
46, Private
29, Private
44, Private
20, Private
62, Self-emp-not-inc
49, Private
29, Private
35, Self-emp-not-inc
39, Local-gov
39, Private
37, Private
38, Private
72, ?
31, Private
55, Private
38, Private
33, Private
25, Private
19, ?
37, Private
49, Private
26, Private
35, Private
44, Self-emp-inc
37, Private
42, Private
64, State-gov
28, Private
35, Self-emp-not-inc
40, State-gov
55, Federal-gov
21, Private
49, Private
51, State-gov
57, Private
51, Private
38, Private
24, Private
45, Self-emp-not-inc
28, Private
42, Self-emp-inc
22, Private
28, State-gov
60, Private
31, Private
47, Private
40, ?
30, Private
61, Private
71, Local-gov
42, Private
44, Local-gov
46, Self-emp-not-inc
50, Local-gov
27, State-gov
40, ?
21, Private
25, Private
61, Private
54, Private
31, Private
53, Self-emp-not-inc
39, Self-emp-inc
57, Self-emp-inc
48, Private
30, Private
35, Private
42, Self-emp-not-inc
34, Self-emp-not-inc
59, Private
69, Local-gov
29, Private
40, Private
21, Private
40, Private
43, Private
36, Private
41, Private
72, ?
20, Private
41, Local-gov
34, Private
48, Private
27, Private
35, Private
28, ?
27, Private
20, Private
18, Private
32, Private
38, Private
23, State-gov
28, Private
40, State-gov
35, Private
74, Self-emp-inc
28, Private
23, Private
20, Self-emp-not-inc
44, Private
46, Local-gov
20, ?
51, Self-emp-not-inc
40, Private
48, Private
60, Self-emp-not-inc
48, Self-emp-inc
46, Local-gov
48, Self-emp-inc
22, ?
24, Local-gov
45, State-gov
18, Private
39, Private
65, Self-emp-inc
22, Private
20, Private
28, Private
46, Private
42, Local-gov
61, State-gov
28, Private
18, Private
24, Federal-gov
45, Private
24, Private
44, Private
20, Private
35, Private
52, Self-emp-inc
25, Private
19, Private
35, ?
54, Private
21, Private
26, Private
42, Private
19, Private
55, Private
44, State-gov
25, Private
26, Private
64, Federal-gov
41, Private
25, ?
43, Private
45, Private
48, Federal-gov
60, Private
45, Self-emp-not-inc
51, Private
37, Federal-gov
22, Private
44, Private
27, Private
47, Local-gov
32, Private
40, Private
41, Private
32, ?
26, Private
47, Private
55, Self-emp-inc
38, Private
24, State-gov
64, Self-emp-not-inc
56, Federal-gov
41, Private
33, Private
33, Private
21, Private
59, Local-gov
58, Private
43, Local-gov
21, Private
45, Private
53, Local-gov
41, Private
27, Private
53, Private
38, Private
31, Private
41, Private
22, State-gov
43, Self-emp-not-inc
41, State-gov
27, Private
41, Local-gov
36, Private
49, Private
20, Private
58, Self-emp-not-inc
35, Self-emp-not-inc
30, Local-gov
21, Private
29, Private
40, Private
54, State-gov
35, Private
35, Private
40, Private
59, Private
43, Self-emp-inc
39, Private
51, Private
71, Private
33, Private
28, Private
30, Private
20, Private
51, Self-emp-inc
39, Private
62, Private
37, Private
28, Private
23, Private
39, Private
50, Self-emp-inc
31, Private
45, Local-gov
23, ?
47, Private
59, Private
32, Private
82, ?
49, Private
74, Federal-gov
22, Private
32, Private
34, Private
59, Private
36, Private
59, Private
47, Self-emp-inc
53, Local-gov
25, Self-emp-not-inc
44, Private
57, Self-emp-not-inc
42, Self-emp-not-inc
58, Local-gov
39, Private
32, ?
45, Private
47, Private
52, ?
56, Self-emp-not-inc
52, Private
34, Private
36, Self-emp-not-inc
41, Private
30, Private
44, Private
17, ?
34, Private
41, Private
29, Private
25, Private
42, Local-gov
48, Private
26, Private
64, Self-emp-inc
46, Self-emp-inc
38, Private
49, State-gov
23, Private
46, Local-gov
30, Private
49, Self-emp-not-inc
47, ?
44, Private
31, Private
19, Private
45, Private
34, Private
26, Private
38, Self-emp-not-inc
31, Private
36, Self-emp-inc
31, Private
30, Private
37, Private
30, Private
21, ?
73, Private
38, Federal-gov
30, Private
33, Private
52, Local-gov
58, Private
34, Local-gov
35, Private
59, Federal-gov
45, Private
27, Private
31, Local-gov
45, Private
40, Private
27, Private
19, Private
29, Private
34, Self-emp-inc
32, State-gov
49, Private
33, Private
74, ?
62, Private
39, Self-emp-not-inc
43, Private
22, Private
24, Private
76, ?
25, Private
19, Private
31, Private
53, Private
61, Private
47, Private
37, Private
50, Self-emp-not-inc
27, Private
58, Private
43, Private
39, Private
36, Private
56, Private
26, Private
23, Private
47, Private
68, Private
47, Local-gov
45, Federal-gov
26, Private
20, Private
46, Private
37, Private
37, Private
43, Private
59, Private
39, Private
32, Private
63, Private
45, Private
59, Private
36, ?
26, Private
34, Private
41, Private
26, Private
53, Private
33, Private
46, Private
79, ?
31, Private
24, Private
57, Local-gov
40, Private
41, Self-emp-inc
20, Private
45, Private
27, Private
36, Private
30, Private
36, Private
25, Private
30, ?
31, Private
49, Private
26, Private
25, Private
29, Private
24, Private
41, Private
35, Private
57, Self-emp-inc
21, Private
29, Private
36, Private
20, Private
51, Private
39, Private
36, Private
40, Self-emp-not-inc
61, Private
38, Private
20, ?
21, Private
40, Private
46, Private
21, Private
35, Self-emp-not-inc
39, Private
38, Self-emp-not-inc
30, Private
28, Private
32, Private
46, Self-emp-not-inc
40, Private
47, Private
44, Private
38, Private
51, ?
46, Self-emp-not-inc
51, Private
45, Private
20, Private
44, Private
33, Private
18, Private
61, Self-emp-inc
50, State-gov
47, Federal-gov
34, Private
53, Private
39, Self-emp-not-inc
58, Private
66, ?
26, Private
41, Private
47, Local-gov
31, Private
52, Private
29, Private
43, Private
42, Federal-gov
35, Private
41, Private
34, Private
52, Self-emp-not-inc
61, Private
39, Local-gov
19, Private
46, State-gov
39, Private
22, Private
30, State-gov
40, Private
43, Private
37, Private
23, Private
39, Local-gov
54, Private
46, Self-emp-inc
20, Private
50, Self-emp-not-inc
17, Private
36, Private
37, Private
53, Private
50, Private
38, Private
63, Self-emp-not-inc
53, Private
40, ?
23, Self-emp-inc
20, Private
46, Private
28, Private
59, Private
41, Private
33, Private
56, Private
50, Self-emp-not-inc
31, Local-gov
41, Private
38, Private
25, State-gov
18, ?
49, Local-gov
39, Private
22, ?
21, Private
35, Private
21, ?
38, Private
55, Private
31, Private
17, Self-emp-inc
31, Private
25, Local-gov
39, Private
50, Private
38, Local-gov
50, Private
63, Private
31, Private
23, Private
18, Private
43, Local-gov
34, Private
18, Private
46, Private
35, Private
46, State-gov
59, Private
31, Private
27, Private
41, Private
42, Private
55, Private
34, ?
44, Private
26, Private
36, Private
69, Private
33, Private
30, Private
35, Private
25, Private
21, Private
18, Private
35, Self-emp-not-inc
20, Private
26, Private
46, Private
31, Private
40, Private
40, Private
31, Private
32, Self-emp-not-inc
23, Self-emp-not-inc
