,age,workclass
1618,32, Private
1619,38, Local-gov
1620,48, Self-emp-not-inc
1621,44, Self-emp-not-inc
1622,37, Private
1623,44, Private
1624,31, Private
1625,61, Self-emp-not-inc
1626,51, Private
1627,52, Private
1628,45, Private
1629,36, ?
1630,39, Private
1631,67, Local-gov
1632,40, State-gov
1633,27, Private
1634,37, Private
1635,57, Private
1636,27, Private
1637,28, Private
1638,34, Self-emp-inc
1639,54, Private
1640,52, Private
1641,42, Private
1642,48, Private
1643,65, State-gov
1644,55, Self-emp-not-inc
1645,71, Self-emp-inc
1646,33, Private
1647,30, Private
1648,35, Private
1649,59, Private
1650,19, Private
1651,36, Self-emp-not-inc
1652,26, Self-emp-not-inc
1653,34, Local-gov
1654,41, Private
1655,44, Private
1656,26, ?
1657,47, Private
1658,18, Private
1659,55, Self-emp-not-inc
1660,49, Local-gov
1661,44, Private
1662,43, Private
1663,62, Private
1664,44, Private
1665,39, ?
1666,50, Self-emp-inc
1667,35, Private
1668,52, Private
1669,46, Private
1670,44, Private
1671,43, Private
1672,51, Private
1673,20, Private
1674,47, Private
1675,43, Private
1676,64, ?
1677,24, Private
1678,27, Federal-gov
1679,32, Private
1680,37, Private
1681,26, Private
1682,43, Private
1683,50, Private
1684,20, Self-emp-not-inc
1685,37, Private
1686,43, Private
1687,37, Private
1688,53, Private
1689,44, Private
1690,25, Private
1691,17, Private
1692,19, Private
1693,53, State-gov
1694,44, Private
1695,51, Private
1696,49, Private
1697,35, Private
1698,44, Private
1699,54, Private
1700,37, Private
1701,18, Private
1702,24, Private
1703,29, Private
1704,22, ?
1705,35, Private
1706,56, Private
1707,32, ?
1708,24, Private
1709,43, Private
1710,73, Private
1711,47, Federal-gov
1712,49, Private
1713,38, Private
1714,31, Private
1715,39, Private
1716,42, Private
1717,41, Private
1718,35, Private
1719,38, Private
1720,31, Private
1721,51, Local-gov
1722,38, Private
1723,40, Local-gov
1724,21, Private
1725,44, Private
1726,55, Private
1727,29, Private
1728,49, Private
1729,31, Private
1730,24, Private
1731,46, Private
1732,26, Private
1733,35, Private
1734,27, Private
1735,64, Self-emp-not-inc
1736,26, Private
1737,21, Private
1738,45, Private
1739,57, Local-gov
1740,30, Private
1741,45, Private
1742,50, Private
1743,38, Private
1744,43, Self-emp-not-inc
1745,42, Private
1746,32, Private
1747,20, Private
1748,27, Private
1749,45, Private
1750,40, Private
1751,38, Private
1752,37, Private
1753,60, Private
1754,53, Self-emp-not-inc
1755,25, Private
1756,47, Self-emp-not-inc
1757,40, Self-emp-not-inc
1758,51, ?
1759,19, Private
1760,42, Private
1761,65, ?
1762,41, Private
1763,28, Private
1764,46, Private
1765,49, Private
1766,24, Private
1767,32, Private
1768,71, Private
1769,26, Private
1770,29, Private
1771,50, Private
1772,51, Private
1773,17, ?
1774,49, Private
1775,31, Private
1776,23, Private
1777,59, Local-gov
1778,17, ?
1779,43, Private
1780,38, Private
1781,37, Private
1782,29, Private
1783,39, Private
1784,31, Private
1785,42, Local-gov
1786,35, Local-gov
1787,39, Private
1788,40, Private
1789,66, Private
1790,30, Federal-gov
1791,43, Private
1792,47, Private
1793,45, Private
1794,31, Private
1795,33, Private
1796,32, Private
1797,28, Private
1798,50, Federal-gov
1799,63, Private
1800,28, Private
1801,38, Private
1802,52, Private
1803,38, Self-emp-inc
1804,41, Private
1805,50, State-gov
1806,59, Private
1807,32, Private
1808,73, Local-gov
1809,52, Self-emp-inc
1810,57, Private
1811,35, Private
1812,51, Private
1813,22, Private
1814,49, Private
1815,22, Private
1816,46, Local-gov
1817,48, Private
1818,52, Private
1819,43, State-gov
1820,25, Private
1821,31, Private
1822,19, Private
1823,19, ?
1824,51, Private
1825,51, Private
1826,22, Self-emp-not-inc
1827,37, Local-gov
1828,19, Private
1829,45, Private
1830,21, State-gov
1831,52, Private
1832,46, Local-gov
1833,42, State-gov
1834,56, Private
1835,23, Private
1836,58, Private
1837,70, Private
1838,30, Private
1839,45, Private
1840,23, Private
1841,34, Local-gov
1842,38, Private
1843,24, Private
1844,53, Private
1845,45, Federal-gov
1846,21, ?
1847,21, Private
1848,34, Private
1849,32, Self-emp-inc
1850,21, Private
1851,63, ?
1852,23, Private
1853,28, Private
1854,29, Self-emp-not-inc
1855,25, Local-gov
1856,44, State-gov
1857,18, Private
1858,26, Private
1859,47, Local-gov
1860,23, Private
1861,46, Private
1862,61, Local-gov
1863,25, Private
1864,38, Local-gov
1865,60, ?
1866,23, Private
1867,36, Federal-gov
1868,46, Private
1869,32, Self-emp-not-inc
1870,40, Private
1871,31, Private
1872,31, Private
1873,32, State-gov
1874,21, Private
1875,63, Private
1876,44, Private
1877,42, Self-emp-not-inc
1878,23, ?
1879,30, Private
1880,24, Private
1881,42, Private
1882,44, Self-emp-not-inc
1883,27, Federal-gov
1884,27, Local-gov
1885,22, Private
1886,68, Private
1887,55, Self-emp-not-inc
1888,22, Self-emp-not-inc
1889,25, Private
1890,68, Self-emp-not-inc
1891,62, Private
1892,26, Private
1893,34, Private
1894,68, Private
1895,42, Local-gov
1896,45, Private
1897,26, Private
1898,25, Private
1899,23, Private
1900,29, Private
1901,65, Without-pay
1902,31, Private
1903,26, Private
1904,39, Private
1905,44, Private
1906,45, Local-gov
1907,26, Self-emp-not-inc
1908,26, Private
1909,36, Private
1910,38, Private
1911,39, Private
1912,52, Self-emp-inc
1913,39, Private
1914,41, Self-emp-not-inc
1915,42, Local-gov
1916,47, Private
1917,28, Local-gov
1918,25, Local-gov
1919,35, Private
1920,32, Private
1921,38, Private
1922,44, Private
1923,21, ?
1924,27, Private
1925,30, Private
1926,30, Private
1927,45, Private
1928,20, Private
1929,57, Private
1930,43, Private
1931,50, ?
1932,28, Private
1933,25, Private
1934,25, Private
1935,90, Private
1936,38, Local-gov
1937,35, Private
1938,50, State-gov
1939,26, Local-gov
1940,39, Private
1941,56, Private
1942,24, Local-gov
1943,46, Private
1944,18, Local-gov
1945,37, Private
1946,57, Private
1947,43, State-gov
1948,29, State-gov
1949,40, Private
1950,44, Self-emp-not-inc
1951,77, Local-gov
1952,30, Private
1953,21, Private
1954,66, Private
1955,40, Private
1956,68, Private
1957,64, Private
1958,26, Private
1959,32, Private
1960,32, Private
1961,51, Local-gov
1962,50, Private
1963,49, Private
1964,28, Private
1965,29, Private
1966,21, Private
1967,28, Private
1968,55, Private
1969,45, Self-emp-not-inc
1970,35, Private
1971,31, ?
1972,26, Private
1973,30, Private
1974,33, Private
1975,40, Private
1976,23, Private
1977,35, Private
1978,48, Self-emp-not-inc
1979,39, Local-gov
1980,53, Local-gov
1981,49, Federal-gov
1982,31, Private
1983,36, Private
1984,60, Self-emp-inc
1985,29, Private
1986,54, Self-emp-inc
1987,28, ?
1988,34, Private
1989,30, Private
1990,19, Private
1991,26, Private
1992,47, Private
1993,50, Private
1994,30, Private
1995,44, Private
1996,49, Private
1997,75, Self-emp-not-inc
1998,37, Private
1999,51, State-gov
2000,35, Private
2001,28, Private
2002,66, Self-emp-not-inc
2003,72, Private
2004,39, Private
2005,27, Private
2006,57, Private
2007,24, Private
2008,28, Private
2009,23, Private
2010,31, Private
2011,23, Private
2012,31, Private
2013,27, Local-gov
2014,30, Private
2015,31, Private
2016,34, Private
2017,57, Federal-gov
2018,39, Private
2019,23, Private
2020,24, Local-gov
2021,36, Private
2022,32, Private
2023,35, Private
2024,36, Private
2025,23, ?
2026,47, Private
2027,35, Private
2028,44, Federal-gov
2029,32, State-gov
2030,32, Private
2031,63, Self-emp-not-inc
2032,34, Private
2033,47, Private
2034,27, Private
2035,23, Private
2036,19, ?
2037,50, Private
2038,49, State-gov
2039,36, Private
2040,23, Private
2041,61, Private
2042,41, Private
2043,27, Self-emp-not-inc
2044,53, Private
2045,17, Self-emp-not-inc
2046,23, ?
2047,53, Private
2048,28, Private
2049,24, Private
2050,22, Private
2051,53, Private
2052,18, Private
2053,24, Private
2054,20, Private
2055,30, Local-gov
2056,37, State-gov
2057,34, Private
2058,19, Private
2059,20, Private
2060,47, Private
2061,20, ?
2062,22, Private
2063,42, Local-gov
2064,60, Private
2065,32, Private
2066,46, Private
2067,66, Private
2068,37, Private
2069,34, Private
2070,45, Private
2071,35, Private
2072,63, ?
2073,51, Local-gov
2074,36, Local-gov
2075,25, Federal-gov
2076,51, Private
2077,25, Self-emp-not-inc
2078,19, Private
2079,47, Private
2080,59, Local-gov
2081,34, Private
2082,40, Private
2083,42, Private
2084,28, ?
2085,37, Private
2086,51, Self-emp-inc
2087,25, Private
2088,31, Federal-gov
2089,37, Private
2090,42, Private
2091,29, ?
2092,35, Private
2093,51, Private
2094,22, ?
2095,49, Private
2096,26, Private
2097,56, Local-gov
2098,52, Private
2099,61, Self-emp-not-inc
2100,47, State-gov
2101,52, Private
2102,30, Private
2103,43, Self-emp-inc
2104,35, Private
2105,17, ?
2106,42, Private
2107,26, Private
2108,58, Local-gov
2109,66, Private
2110,30, Private
2111,46, Private
2112,45, Private
2113,57, Private
2114,25, Private
2115,21, State-gov
2116,37, Private
2117,45, Local-gov
2118,61, ?
2119,39, Private
2120,42, Private
2121,20, Private
2122,23, Private
2123,25, Private
2124,47, Private
2125,24, Private
2126,20, ?
2127,35, Private
2128,44, Local-gov
2129,47, State-gov
2130,28, State-gov
2131,41, Local-gov
2132,31, Private
2133,27, Private
2134,47, Private
2135,44, Private
2136,61, Private
2137,42, Federal-gov
2138,46, Private
2139,46, Private
2140,54, Local-gov
2141,49, Private
2142,56, Local-gov
2143,52, Private
2144,34, Private
2145,25, Self-emp-not-inc
2146,18, Private
2147,58, Private
2148,31, State-gov
2149,29, Private
2150,28, Private
2151,30, Private
2152,21, ?
2153,44, Private
2154,75, Private
2155,66, ?
2156,26, Private
2157,33, Self-emp-inc
2158,57, Self-emp-inc
2159,47, Self-emp-not-inc
2160,41, Private
2161,21, Private
2162,17, Private
2163,61, ?
2164,47, ?
2165,22, Private
2166,47, Private
2167,45, Private
2168,32, Self-emp-not-inc
2169,59, Private
2170,38, Private
2171,33, Private
2172,41, Private
2173,51, Private
2174,42, Private
2175,27, Private
2176,60, Private
2177,64, Local-gov
2178,37, Private
2179,54, Self-emp-not-inc
2180,36, Private
2181,34, Private
2182,41, Self-emp-not-inc
2183,35, Self-emp-not-inc
2184,63, Self-emp-inc
2185,46, Private
2186,47, Self-emp-not-inc
2187,24, Private
2188,29, Private
2189,74, Federal-gov
2190,50, Private
2191,22, Private
2192,48, Private
2193,30, Private
2194,32, Private
2195,39, Private
2196,49, Private
2197,25, Private
2198,50, Private
2199,44, Private
2200,65, Private
2201,28, Federal-gov
2202,55, Private
2203,49, Local-gov
2204,31, Private
2205,47, Private
2206,45, Private
2207,35, Private
2208,34, Self-emp-not-inc
2209,49, Local-gov
2210,39, ?
2211,27, Private
2212,42, Private
2213,60, ?
2214,64, Self-emp-not-inc
2215,33, Private
2216,23, Private
2217,45, Private
2218,34, Private
2219,53, Private
2220,22, Private
2221,57, State-gov
2222,20, ?
2223,23, Private
2224,31, Private
2225,23, State-gov
2226,30, Private
2227,32, Local-gov
2228,42, Private
2229,51, Private
2230,59, Self-emp-not-inc
2231,36, Private
2232,45, Private
2233,35, Private
2234,33, Private
2235,43, Private
2236,60, Private
2237,37, State-gov
2238,35, Private
2239,36, Private
2240,38, Federal-gov
2241,54, Private
2242,51, Private
2243,45, Private
2244,63, Federal-gov
2245,51, Private
2246,58, Self-emp-not-inc
2247,64, Local-gov
2248,20, Private
2249,44, Federal-gov
2250,39, Private
2251,45, State-gov
2252,44, Private
2253,22, Federal-gov
2254,63, Self-emp-inc
2255,26, Private
2256,42, Self-emp-not-inc
2257,20, Private
2258,29, Private
2259,38, Local-gov
2260,25, Private
2261,27, Private
2262,46, Private
2263,31, Private
2264,24, Private
2265,43, Private
2266,23, Private
2267,32, Local-gov
2268,44, Private
2269,40, Self-emp-not-inc
2270,38, Private
2271,23, Private
2272,19, Private
2273,41, Private
2274,48, Private
2275,23, Private
2276,47, Private
2277,42, Private
2278,17, Private
2279,29, Local-gov
2280,21, State-gov
2281,18, ?
2282,31, Private
2283,27, Local-gov
2284,29, Private
2285,23, Private
2286,41, Private
2287,46, Local-gov
2288,34, Private
2289,42, Self-emp-not-inc
2290,18, Private
2291,46, Private
2292,18, ?
2293,52, Private
2294,56, Private
2295,21, Private
2296,22, Self-emp-not-inc
2297,31, Private
2298,41, Self-emp-not-inc
2299,25, Private
2300,43, Self-emp-not-inc
2301,45, Private
2302,26, Private
2303,90, Private
2304,45, Private
2305,30, Private
2306,42, Private
2307,20, Private
2308,53, Private
2309,64, State-gov
2310,56, Private
2311,42, Private
2312,26, Private
2313,31, Local-gov
2314,40, Private
2315,58, Private
2316,41, Private
2317,58, Self-emp-inc
2318,62, State-gov
2319,65, Self-emp-inc
2320,40, Private
2321,45, Local-gov
2322,22, Private
2323,23, ?
2324,63, Federal-gov
2325,39, Private
2326,37, Private
2327,25, ?
2328,56, Private
2329,32, Private
2330,53, Federal-gov
2331,32, Private
2332,23, Self-emp-not-inc
2333,35, Private
2334,51, Private
2335,19, Private
2336,41, Private
2337,22, Private
2338,23, Private
2339,36, Private
2340,27, ?
2341,45, Private
2342,23, Self-emp-not-inc
2343,21, Private
2344,44, Private
2345,29, Private
2346,36, Self-emp-not-inc
2347,18, Private
2348,62, Self-emp-not-inc
2349,25, Federal-gov
2350,34, Private
2351,31, Private
2352,37, Private
2353,33, Private
2354,22, ?
2355,28, Private
2356,22, ?
2357,47, Private
2358,67, ?
2359,20, ?
2360,34, Private
2361,26, Private
2362,36, Private
2363,28, Private
2364,22, Private
2365,47, Private
2366,33, Private
2367,34, Self-emp-inc
2368,25, Private
2369,37, Private
2370,36, State-gov
2371,61, Local-gov
2372,74, ?
2373,57, Private
2374,55, Private
2375,20, Private
2376,43, Private
2377,54, Private
2378,25, Private
2379,42, Private
2380,23, ?
2381,17, Private
2382,39, ?
2383,63, Private
2384,19, Private
2385,56, Self-emp-inc
2386,33, Self-emp-not-inc
2387,37, Private
2388,27, Private
2389,36, Local-gov
2390,30, Self-emp-inc
2391,22, Private
2392,35, Private
2393,20, Private
2394,18, Private
2395,25, Private
2396,53, Private
2397,21, ?
2398,19, Private
2399,34, Private
2400,32, State-gov
2401,20, Private
2402,70, Private
2403,57, Private
2404,54, Private
2405,34, Private
2406,48, Private
2407,42, Private
2408,45, Private
2409,27, Private
2410,51, Private
2411,36, Local-gov
2412,33, Private
2413,50, Private
2414,44, Private
2415,39, Local-gov
2416,55, Self-emp-not-inc
2417,24, Private
2418,35, Private
2419,32, Self-emp-not-inc
2420,66, ?
2421,68, Private
2422,29, Private
2423,24, Self-emp-not-inc
2424,61, Private
2425,34, Private
2426,55, Self-emp-inc
2427,20, ?
2428,41, Private
2429,36, Self-emp-not-inc
2430,60, Private
2431,61, Self-emp-not-inc
2432,35, Private
2433,42, State-gov
2434,26, Private
2435,44, Local-gov
2436,31, State-gov
2437,39, State-gov
2438,20, Private
2439,32, Self-emp-inc
2440,32, Self-emp-not-inc
2441,61, Private
2442,54, Local-gov
2443,23, Private
2444,19, Private
2445,31, Private
2446,35, Private
2447,29, Private
2448,29, Local-gov
2449,25, Private
2450,46, Private
2451,35, Private
2452,20, Private
2453,24, Self-emp-not-inc
2454,48, Private
2455,37, Private
2456,60, Self-emp-not-inc
2457,39, Private
2458,29, Local-gov
2459,31, Self-emp-not-inc
2460,38, Private
2461,26, Self-emp-not-inc
2462,64, Private
2463,46, Private
2464,69, ?
2465,39, Private
2466,48, Private
2467,46, Private
2468,42, Private
2469,39, Self-emp-not-inc
2470,50, Federal-gov
2471,24, Private
2472,30, Private
2473,39, Self-emp-inc
2474,29, Self-emp-not-inc
2475,23, Private
2476,21, ?
2477,32, Private
2478,69, Self-emp-inc
2479,55, Private
2480,41, Private
2481,44, Self-emp-inc
2482,18, Private
2483,74, Self-emp-not-inc
2484,40, Private
2485,27, Private
2486,75, ?
2487,55, Private
2488,52, Self-emp-not-inc
2489,54, Private
2490,36, Private
2491,76, ?
2492,26, Private
2493,18, Private
2494,38, Private
2495,50, Private
2496,19, ?
2497,32, Private
2498,57, Private
2499,20, Private
2500,27, Private
2501,31, Self-emp-not-inc
2502,60, Private
2503,52, Private
2504,61, Private
2505,57, Self-emp-not-inc
2506,19, ?
2507,59, Self-emp-not-inc
2508,34, Self-emp-not-inc
2509,31, Private
2510,42, Private
2511,70, Private
2512,47, Private
2513,47, ?
2514,29, Private
2515,27, Private
2516,25, Private
2517,51, Private
2518,28, Private
2519,35, Private
2520,36, Self-emp-not-inc
2521,54, ?
2522,46, Private
2523,52, Private
2524,65, Private
2525,43, Private
2526,41, Local-gov
2527,34, Private
2528,47, Self-emp-not-inc
2529,49, Federal-gov
2530,21, Private
2531,20, Private
2532,18, Local-gov
2533,27, Private
2534,34, Self-emp-not-inc
2535,38, Private
2536,24, Private
2537,34, Private
2538,47, Private
2539,27, Federal-gov
2540,63, Private
2541,34, Private
2542,25, Private
2543,54, Private
2544,19, ?
2545,35, Private
2546,24, Private
2547,26, Private
2548,59, Local-gov
2549,43, Private
2550,20, Private
2551,41, Private
2552,51, Private
2553,27, Private
2554,36, Private
2555,25, Private
2556,55, Private
2557,22, Local-gov
2558,58, State-gov
2559,43, Private
2560,39, Private
2561,40, Private
2562,46, Private
2563,54, Federal-gov
2564,19, Private
2565,24, Private
2566,53, ?
2567,24, State-gov
2568,29, Self-emp-not-inc
2569,56, Self-emp-inc
2570,54, ?
2571,21, ?
2572,34, Private
2573,56, Private
2574,34, Private
2575,19, Private
2576,32, Self-emp-inc
2577,48, Private
2578,67, ?
2579,47, Private
2580,52, Private
2581,40, Private
2582,28, Private
2583,41, Private
2584,57, Private
2585,51, Private
2586,26, ?
